belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,cast,name_director,release_year,return
,0,Action,27350,en,"Santos attempts to lead a people's revolt in Colombia to overthrow the Presidente. When his revolt fails and he is killed, his sister Christina goes to New York to find McBain, a lieutenant Santos rescued during the Vietnam War. McBain agrees to help, recruits his old war buddies, raises some cash by killing a few drug dealers, then leads an attack to topple the Colombian government.",0.382527,Marble Hall,,1991-09-20,0.0,107.0,English,Released,"The drug lords have the power, the money, the connections. They didn't count on McBain",McBain,4.6,7.0,"Christopher Walken, Michael Ironside, Michael Joseph DeSare",James Glickenhaus,1991,0.0
,0,"Mystery, Thriller",30361,en,An accountant (Hamlin) beleaguered by personal and professional problems gets involved with a femme fatale (Anthony) and her mysterious psychiatrist (Ironside).,1.061046,Spark Films,United States of America,1994-01-01,0.0,93.0,English,Released,,Save Me,4.9,3.0,"Harry Hamlin, Lysette Anthony, Michael Ironside",Alan Roberts,1994,0.0
,0,"Drama, Action, Crime",145081,en,"Harlin Garret loses his memory and finds himself closed in a facility claimed to belong to the state security services. The manager of this place tells Garrett he used to be a killer for the mob but Garrett refuses to believe. Then he is forced to kill people that are a ""Risk to the state security"", but the whole story gets complicated when Garret falls in love with one of his victims...",0.200659,,,1995-01-11,0.0,100.0,English,Released,He's dead on target.,The Killing Machine,6.0,2.0,"Jeff Wincott, Michael Ironside, Terri Hawkes",David Mitchell,1995,0.0
,0,"Horror, Drama",293830,en,"A hospital in need of funds announces a cure for a form of brain cancer, having saved several wealthy men's lives. When a young girl with the cancer dies, one doctor notices that she and all the cured men had been treated with exactly the same medicine. Investigating further, she uncovers a plot by the administration to locate wealthy men already suffering from a serious condition, and give them the cancer, which can then be treated successfully.",1.524545,Hallmark Entertainment,,1996-02-12,0.0,90.0,English,Released,,Terminal,5.3,3.0,"Doug Savant, Nia Peeples, Michael Ironside",Larry Elikann,1996,0.0
,0,Science Fiction,76287,en,"When Dr. Johnny Dalton awakens, after being beaten by a group of eco-terrorists who were vandalizing his lab at biotech firm Azina, his business partner Frank Donahue tells him him that 15 years have passed and Johnny is merely a clone of himself. He's been created to track down the real Dr. Dalton who has disappeared, taking with him Azine's most devastating discovery as well as the key to disarming Johnny's genetic time-bomb. Johnny is captured, however he finds an ally among the rebels in Nikki Holland, leading him to the real Dr. Dalton, who reveals secrets about Azine, Donahue and the mysterious Mr. Bosch that are far more shocking than anything they ever expected. This futuristic thriller takes the concept of genetic engineering to a whole new level, and into a frightening world that may be just over the horizon.",0.270593,"Promark Entertainment Group, Spectacor Films, Pebblehut Productions",United States of America,1998-09-12,0.0,94.0,English,Released,They can clone his body... but can they clone his soul?,Johnny 2.0,7.5,2.0,"Jeff Fahey, Tahnee Welch, Michael Ironside",Neill Fearnley,1998,0.0
Young And Dangerous Collection,0,"Action, Crime, Thriller",48943,cn,"Although Chicken does not make an appearance, Chan Ho Nam finds a new love interest in the form of Mei Ling (Shu Qi). Meanwhile, Tung Sing returns to cause trouble again for Hung Hing, in the form of new leader Szeto Ho Nam (Mark Cheng). Young and Dangerous 5 occurs during the transfer of Hong Kong sovereignty to China, with the ""boys"" becoming ""men"", as they develop and mature into more business-like dealings.",3.953902,,Hong Kong,1998-01-01,0.0,114.0,广州话 / 廣州話,Released,hong kong triad,Young and Dangerous 5,6.3,10.0,"Ekin Cheng, Shu Qi, Chin Ka-Lok",Andrew Lau,1998,0.0
,0,Comedy,166207,es,,0.383572,Producciones A.S.H. Films S.A.,Spain,1998-12-18,0.0,,Español,Released,,Pápa Piquillo,4.8,8.0,"Chiquito de la Calzada, José Manuel Muñoz, Samara Losada",Álvaro Sáenz de Heredia,1998,0.0
Sharpe Collection,0,"Action, Adventure, History",108794,en,"Sharpe is framed as the thief who stole Napolean's gold, and he must clear his name to avoid execution. Meanwhile his wife Jane - urged on by a friend - makes some questionable choices.",1.638428,"Picture Palace, Celtic Films Entertainment",United Kingdom,1997-05-07,0.0,101.0,"English, Magyar, Pусский",Released,,Sharpe's Revenge,7.2,9.0,"Sean Bean, Daragh O'Malley, Abigail Cruttenden",Tom Clegg,1997,0.0
,0,"Documentary, Music",86211,en,"This warm 90 minutes documentary shows us unknown blues musicians from Mississippi. They play everywhere : on the streets, in dirty little bars, in a barber shop, in big clubs. The film really captures the true faces of blues and shows us that this music had nothing to do with nostalgia or record company hypes.  Documentary on the Delta blues.",1e-06,,,1992-04-01,0.0,91.0,,Released,A Musical Pilgrimage to The Crossroads,Deep Blues,8.0,1.0,"R. L. Burnside, Junior Kimbrough, Big Jack Johnson",Robert Mugge,1992,0.0
,0,"Comedy, Drama",104515,hu,"In the Kerepesi Street cemetery, three grave diggers contemplate the fate of the world, then they step out of this role and in a sequence of episodes they play the typical figures of contemporary Hungarian reality, the fat cat, the swashbuckler, the victim, underworld chieftains, and present little absurd dramas of love, marriage, friendship, public order and legal safety. The author and the film director walk among them all the time, contemplating, laughing at their plays. The stories starting from the graveyard and returning there warn of the inevitability of death. The author and the director (Gyula Hernádi and Miklós Jancsó) wisely make friends with death.",0.142291,,Hungary,1999-01-28,0.0,103.0,Magyar,Released,"Ha én állat lennék, nem tartanék embert a lakásban...",The Lord's Lantern in Budapest,4.1,4.0,"Mucsi Zoltán, Péter Scherer, Szarvas József",Miklós Jancsó,1999,0.0
Sällskapsresorna,0,Comedy,24647,en,"The film is about the health resort Granhedsgården in Dalarna, Sweden, and they have a problem. They don't have many guests at all and something must be done. At the same time, Stig-Helmer is a little depressed after his girlfriend has left him, and so he lives on junk food. His best friend Ole invites him to come along to the health resort Granhedsgården. Now, the craziness begins.",1.84439,Svensk Filmindustri,Sweden,1999-12-25,0.0,105.0,svenska,Released,,Hälsoresan,4.5,12.0,"Lasse Åberg, Jon Skolmen, Anna Norberg",Lasse Åberg,1999,0.0
,0,"Action, Western",42764,it,"A young boy witnesses his parents' murder. Later, as he grows up, he befriends a bear in the wilderness and the chief of a local Indian tribe, and he stays with the Indians, but makes an enemy of the chief's son. As he enters adulthood he sets out to find the men responsible for his parents' deaths",0.55084,"Project Campo J.V., Silvio Berlusconi Communications, Viva Cinematografica S.r.l.","Russia, Italy",1995-04-21,0.0,115.0,"English, Italiano",Released,,Jonathan of the Bears,7.0,2.0,"Franco Nero, John Saxon, Floyd Red Crow Westerman",Enzo G. Castellari,1995,0.0
Extralarge Collection,0,"Action, Fantasy, Mystery",213755,de,"Elizabeth is in a car with her boyfriend when suddenly she feels a pain in the stomach so strong she seizes a knife and stabs herself to death. Her boyfriend is charged with her murder and Dumas is present at his trial and he is struck by the boy's story. In the meantime Extralarge gets the task to find Kathy, the missing step-daughter of Laureen. Her father is dying of an unheard of disease and he desires to see her. The two girls were friends and a shade of Black Magic overhangs on them and their families.",0.421229,,"Germany, Italy",1992-11-22,0.0,99.0,,Released,,Extralarge: Black Magic,0.0,0.0,"Bud Spencer, Philip Michael Thomas, Frank Zagarino",Enzo G. Castellari,1992,0.0
,0,"Animation, Music, Comedy",73901,en,"Steven Spielberg Presents Animaniacs: Wakko's Wish, usually referred to as Wakko's Wish is a 1999 American direct-to-video animated tragicomedy film based on the Warner Bros. 1993-98 animated series, Animaniacs, and also the swan song to the series. The film relocates all the Animaniacs characters to a quasi-medieval fairy tale world and portrays their race to find the wishing star that will grant them a wish. While the film was released during the Christmas season, the holiday is not a factor in its plot, though the events do take place during winter.",1.251338,Rough Draft Studios,"United States of America, South Korea",1999-12-20,0.0,80.0,English,Released,,Wakko's Wish,6.0,3.0,"Rob Paulsen, Jess Harnell, Tress MacNeille",Liz Holzman,1999,0.0
,3800000,"Crime, Drama",285908,fr,,0.072704,Lions Gate Films,Canada,1999-03-25,559298.0,0.0,Français,Released,,The Last Breath,4.0,2.0,"Luc Picard, Julien Poulin, Michel Goyette",Richard Ciupka,1999,0.14718368421052633
,0,Comedy,13591,en,"Recorded one night at the Albert Theatre in March 1994, when Eddie Izzard was playing a limited seven week sold-out run of his celebrated stand-up show.",0.438574,Ella Communications,United Kingdom,1994-10-03,0.0,75.0,English,Released,,Eddie Izzard: Unrepeatable,7.3,10.0,Eddie Izzard,John Gordillo,1994,0.0
,0,Drama,79435,fr,A housewife's (Catherine Deneuve) affair with a younger man (Xavier Beauvois) goes nowhere.,0.203538,,France,1999-03-03,0.0,95.0,"Français, Deutsch",Released,,Night Wind,6.0,4.0,"Catherine Deneuve, Daniel Duval, Xavier Beauvois",Philippe Garrel,1999,0.0
,0,,152539,fr,,0.980696,,France,1995-01-01,0.0,240.0,Français,Released,,L'Allée du Roi,6.8,4.0,"Agathe de La Boulaye, Claude Aufaure, Dominique Blanc",Nina Companéez,1995,0.0
,0,"Mystery, Drama",68437,sv,High school student Mikaela is attracted by her Swedish teacher Göran and writes an erotic novel for his class.,0.002841,"Sveriges Television (SVT), Svensk Filmindustri (SF)",Sweden,1992-12-11,0.0,114.0,svenska,Released,,Svart Lucia,5.3,3.0,"Tova Magnusson, Figge Norling, Björn Kjellman",Rumle Hammerich,1992,0.0
Madeline,0,Animation,216983,en,"Madeline is the smallest of twelve girls in a boarding school, in an old house in Paris. When long lost Uncle Horst pays a surprise visit to Madeline, promising to move her to a new home in Vienna, her longing for a family seems to be fulfilled. Madeline becomes suspicious when her new Uncle loses his refined accent and takes an unexplained detour. Knowing she's in trouble Madeline leaves a trail. It then turns out that uncle Horst is actually Henri, a miserable lackey who works for an even more miserable woman who runs a dingy factory. Ultimately Madeline helps the orphans who work there by notifying the outside world of their plight.",0.912352,,"Canada, United States of America",1999-08-20,0.0,90.0,English,Released,,Madeline: Lost in Paris,6.0,1.0,"Lauren Bacall, Jason Alexander, Andrea Libman",Marija Miletic Dail,1999,0.0
,0,"Drama, Music",29395,en,"Cult director Richard Stanley brings Marillion's music to the screen in the 50-minute BRAVE. A teenager believed to be suicidal is discovered wandering near the Severn Bridge. Suffering from severe memory loss, she seeks information about the mysterious events that led to her condition. This work of fiction was inspired from the true story of an amnesiac woman found at the bridge.",0.014213,"Picture Music International, Shadow Theatre Films",United Kingdom,1994-01-01,0.0,58.0,English,Released,,Brave,0.0,0.0,"Josie Ayers, Russell Copley, Raymond Sawyer",Richard Stanley,1994,0.0
A Chinese Ghost Story Collection,0,"Action, Comedy, Horror, Fantasy",9048,cn,"Having slept for a century, the monstrous Tree Devil is now awaken and starts finding lost souls again. One stormy night, a wise High Priest and his student Fong pass by the Orchid Temple and realize that it is haunted. Fong encounters two evil spirits, the seductive Lotus and her hated sister Butterfly in the temple. Although Fong knows his master wants to capture them, he finds himself being attracted by them so he sets them free. The monks stay at the temple has to be prolonged since Fong carelessly loses the valuable Gold Buddha. Later on, they come to a corrupt local town, while the High Priest meets Yin by chance and a series of misunderstandings evolve. Meanwhile, Fong encounters Lotus again and finds himself falling in love with her.......",3.346003,Film Workshop,Hong Kong,1991-07-18,0.0,104.0,普通话,Released,,A Chinese Ghost Story III,6.5,17.0,"Tony Leung Chiu-Wai, Jacky Cheung, Joey Wong",Ching Siu-Tung,1991,0.0
,0,Drama,248706,hu,,1.162197,,,1991-05-12,0.0,0.0,English,Released,,Mrs. Lambert Remembers Love,0.5,1.0,"Ellen Burstyn, Walter Matthau, Ryan Todd",Charles Matthau,1991,0.0
,0,Science Fiction,195867,en,"Judith notices some very creepy things are happening around town. She and the town's sheriff make a chilling discovery, the town's teens are disappearing. When they reappear they are suffering from amnesia. Judith is even more troubled when her daughter, Katie, is missing. When she returns and begins acting strangely, it becomes evident alien powers have taken over the town. Judith must stand up to her fears and rid the town of the aliens that have come to claim her daughter.",0.769962,,United States of America,1995-11-26,0.0,98.0,English,Released,They're watching...They're waiting...They're back!!!,Visitors of the Night,5.0,2.0,"Markie Post, Stephen McHattie, Candace Cameron Bure",Jorge Montesi,1995,0.0
,0,,203066,en,Cal and his family are driving to their new home in California and are terrorized by a motorcycle gang along the highway.,0.590583,,,1994-09-25,0.0,84.0,,Released,,Motorcycle Gang,0.0,0.0,"Carla Gugino, Jake Busey, Gerald McRaney",John Milius,1994,0.0
